gene_short_name,Y(1),Y(2),Y(3),AL 15 (1),AL 15 (2),AL 15 (2),DR 15 (1),DR 15 (2),DR 15 (3),ALtoDR(1),ALtoDR(2),ALtoDR(3),DRtoAL(1),DRtoAL(2),DRtoAL(3)
Akap7,2.17646,1.84255,1.80173,3.02753,3.1733,2.89035,3.48693,1.99895,1.30549,7.56363,8.46986,4.26399,4.2542,4.57651,3.945
Eltd1,5.78121,4.73896,4.30267,5.08353,6.32372,7.74443,6.87957,6.9916,4.89506,6.6041,5.5125,3.87118,7.74384,5.5568,7.60658
Dap,260.626,227.706,251.073,218.056,245.622,240.354,216.367,221.722,256.244,46.8432,43.9289,26.4561,57.1077,50.1029,64.0934
1700003H04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polg,8.77121,6.50817,9.57106,7.26339,7.51492,7.72302,6.16788,6.96138,7.57926,6.93274,7.04781,4.36883,5.37952,5.75087,5.20375
Tbc1d19,0.63247,0.526549,0.919543,1.09285,1.51173,0.503822,0.984035,0.788954,0.592508,0.959023,1.21071,1.12458,0.897847,0.757116,0.734318
Tekt5,0,0,0,0,0.0786915,0,0,0.0317606,0,0,0,0,0,0,0
AW209491,4.98123,6.4634,8.26479,5.19075,6.23244,4.80867,4.20702,5.36246,3.90056,4.14038,4.23494,6.31904,8.62945,5.18283,8.11752
Nubp2,11.6576,8.89181,11.6754,5.33597,10.1342,8.90099,7.70945,9.59968,5.48187,6.4431,3.9559,3.53954,7.20632,5.06977,6.98514
Fanci,0.031776,0.0303425,0,0.00998997,0.181362,0.00808512,0.0340288,0,0.0266906,0.0318214,0,0.333009,0.0174155,0.0124374,0
Rbpj,4.20235,2.87494,3.42815,3.88559,4.51312,4.14066,3.2464,3.68707,3.03157,3.61262,3.62763,3.6045,3.63329,4.10233,2.93267
Nlrc4,0.0881342,0.061022,0,0.0953058,0.0961737,0.113429,0.150125,0.0735135,0.112155,0.0869862,0.158049,0.10506,0.124994,0.0384047,0.188901
Rlbp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110008P14Rik,40.5033,31.9905,35.568,27.3191,28.5539,24.8564,21.4083,27.3168,19.4016,2.27765,3.08891,0.832169,4.74665,3.92412,5.97241
Orm1,2798.31,3157.74,2230.3,1461.19,1971.22,1001.52,1233.54,1560.36,1323.68,268.286,311.582,120.565,490.501,422.4,635.74
Adk,267.421,254.16,273.748,296.588,405.441,334.862,348.313,395.822,301.503,425.603,437.032,143.743,304.226,285.15,367.326
Ptchd3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zdhhc1,0.342624,0.158341,0.185527,0.410609,0.206609,0.315085,0.459733,0.219048,0.38195,0.101644,0.413887,0.251641,0.195045,0.145651,0.15095
Atf7ip2,0,0,0,0,0.0752497,0,0.0528628,0,0,0,0,0,0,0,0
Tbc1d25,1.16501,0.895872,1.95138,1.28078,1.29985,1.50171,1.04372,1.1778,0.976112,0.754082,0.523359,0.641212,0.888596,0.633729,1.08332
Abhd2,4.74527,4.00098,5.876,11.6605,9.16883,8.57667,7.916,6.82335,10.449,17.9874,22.5999,21.2683,11.8528,13.3485,9.54663
Ciz1,11.6344,8.60117,11.2879,8.1831,7.1178,7.33797,6.57093,7.12448,6.72756,5.11968,4.33269,2.72875,5.57668,6.99481,6.66717
Daglb,8.87599,7.77411,10.1483,8.32768,7.93081,8.51704,8.50311,9.31274,5.00174,6.07103,5.98021,3.6165,7.95126,7.4179,10.6595
Metrnl,0.890757,1.13401,1.29414,2.12921,1.65327,1.16317,1.89432,1.96778,1.62931,2.03733,1.0579,0.543611,0.786474,0.578321,1.22308
Rpl39l,0,0,0,0,0,0,0.0668695,0,0,0,0,0,0,0.209829,0
Gpatch2,3.57754,3.28255,4.21175,3.34094,3.20933,3.18063,2.703,3.25472,2.80533,4.70346,4.06403,3.15129,6.22102,4.72712,6.25321
Svs1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il18,15.5915,13.5652,17.2474,13.7506,20.5094,13.6834,14.3913,16.7125,16.3707,10.1831,11.014,4.01078,9.95356,13.2931,10.3533
Srrm2,24.3259,17.4286,24.0307,20.7887,21.1179,19.2827,17.6916,19.031,19.0076,8.74098,10.8135,18.5504,14.3316,15.2393,13.125
Arid4b,6.58642,6.88605,6.44449,4.63183,5.77342,4.59582,6.43708,8.2106,5.85117,6.60442,10.3524,8.58185,6.77937,3.69615,8.25105
Ppp1r10,17.6164,20.4045,18.407,17.6102,13.2526,12.5221,22.3815,27.2905,48.6678,17.8766,27.4878,9.51866,9.00062,8.48231,10.4215
Rpl22l1,51.0093,48.2395,56.7213,32.1464,30.7693,21.6693,49.1342,52.3601,58.8769,21.4513,43.6383,17.9022,21.9223,14.1385,23.3656
D1Pas1,0,0,0,0,0,0,0,0,0,0,0,0.00663574,0,0,0
Tbcd,8.27582,9.07286,8.67392,7.73509,7.29361,6.47838,7.57801,7.80487,7.31581,6.09999,7.36549,3.87168,5.79398,4.99135,7.00931
Suv39h1,1.26562,1.17721,1.2865,0.955236,1.41173,1.29909,1.31585,1.67178,1.54378,2.12035,2.71553,1.59714,1.69104,3.25772,1.33345
Stx11,0.370323,0.611595,0.190877,0.447101,0.548553,0.53642,0.431138,0.403684,0.300296,0.19362,0.529144,0.16025,0.270342,0.296587,0.123067
Tbce,19.5665,9.40708,15.989,8.94867,14.7611,10.4745,7.91157,9.4243,5.01847,10.0251,8.9942,9.38876,11.6132,13.4276,13.3562
Sec24d,21.6623,17.6358,22.1563,20.3341,22.4971,20.522,15.5525,17.3185,13.4669,11.101,7.90344,7.646,21.2779,14.6658,20.8028
Isg20,3.79138,3.89187,3.97699,3.05927,4.08839,2.11783,2.84111,1.77612,2.98864,0.904422,1.25064,0.841608,1.62475,0.584056,2.8363
Zfp750,2.31995,1.82055,2.06836,2.18683,1.99541,2.28308,3.00023,3.8999,3.73397,1.72532,1.40568,0.700353,2.97729,1.83423,3.08644
Tgfb2,0.060141,0.159665,0.254814,0.245831,0.0787206,0.227742,0.100883,0.21378,0.11546,0.0407322,0.207725,0.101654,0.298549,0.144959,0.149032
B3galnt2,2.97738,1.83865,2.62489,1.69601,1.96733,1.91985,1.74762,2.61494,1.78987,3.63035,3.48298,1.99197,6.68506,4.11854,6.77485
E130309D02Rik,2.49163,2.38481,3.65744,2.50197,1.61678,2.81405,3.85623,4.42633,3.11879,2.89203,2.79617,2.18609,2.89581,2.6903,2.14193
Lyplal1,5.03335,4.85505,5.49922,5.80168,7.19519,6.34326,3.47892,3.99914,2.73542,5.92927,7.36516,2.74577,7.83422,6.87859,8.06859
Lgi2,0.0786593,0,0,0,0.0434698,0.0227387,0.0709778,0,0,0.052225,0,0,0.051049,0.183315,0.116866
Fn3krp,9.18904,7.71298,8.2292,7.58345,8.78119,7.8304,4.9234,5.00986,3.24668,2.95126,3.1205,1.45701,5.60741,4.47604,7.19756
Pomt1,1.90073,1.88703,2.37095,2.44988,2.30601,3.07991,1.12284,1.72081,0.758081,2.5206,4.79881,2.21217,5.58846,7.79413,7.27694
Vstm2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prrc2b,6.26423,6.68613,7.35569,8.86322,6.21791,9.61366,8.96532,9.1853,8.8111,3.75802,3.34376,4.45074,3.54399,4.3701,2.79637
Npepl1,5.96276,4.33797,5.66477,6.992,7.72193,7.78276,9.87828,9.81825,8.5534,5.31351,3.17977,4.0117,3.72386,3.81658,3.129
Gimap3,0.144273,0.243265,0.523054,0.613347,1.11045,0.707012,0.227244,0.246556,1.30445,0.421707,0.433572,0.087461,0.798566,0.895015,0.653513
2300002M23Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Megf9,3.74226,3.18642,2.68042,3.56226,4.60686,4.2366,3.41281,4.46948,2.89871,12.4369,11.2403,6.90323,7.7062,6.54856,6.52859
Foxk2,1.68968,2.406,2.08209,2.45404,1.82778,1.70529,2.93685,2.91715,2.63215,5.23846,4.39337,3.28254,4.55956,2.7978,2.66649
Pcsk1n,0,0,0,0,0,0,0.0215369,0,0,0,0,0,0,0,0
Azi2,20.9242,16.6967,15.9242,16.8163,18.8766,16.1888,21.3619,27.4547,21.7115,29.7085,27.7493,13.1507,20.2403,18.527,21.7237
Fndc3b,8.37984,7.13348,5.19336,6.28608,5.3734,3.97144,3.02159,3.12405,3.57481,3.5328,3.40879,4.57629,6.70372,3.30917,6.21421
BC017643,3.37487,4.11759,4.04219,2.85367,4.12402,3.12221,4.4349,4.08063,3.41723,1.68728,1.69803,1.19877,2.91318,1.43249,5.58077
Spdyb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdk5rap2,2.77072,1.37445,0.781956,0.992117,1.66027,1.03895,0.671899,0.747521,1.23893,1.10131,0.851908,0.723513,1.11004,1.0542,0.574664
Tnfsf10,2.37519,1.664,1.39885,2.83914,3.20438,2.07726,2.04299,1.47831,1.61421,0.816644,0.549802,0.421824,0.906793,1.02524,1.29546
Hexdc,7.41954,7.75633,7.39506,8.32644,5.7653,5.63466,6.39274,6.89127,4.96864,6.34196,5.84063,6.74329,4.78929,5.3806,3.9623
Ndst2,4.86674,2.99647,3.54166,3.55846,3.8706,4.13579,4.39467,4.73132,3.6265,1.76398,1.77582,1.64206,2.14133,1.64076,1.64172
AF529169,0,0,0,0.0111022,0,0,0,0,0,0,0,0,0,0.0111272,0
Clnk,0,0,0,0.0530674,0,0,0,0,0,0.0373209,0.0360139,0.0127228,0,0,0.0908123
Rftn1,0.275943,0.248604,0.414721,0.522909,0.420006,0.39886,0.528064,0.364011,0.89458,0.58209,0.467219,0.273668,1.01958,0.501105,0.356206
Rab3gap2,3.1624,2.71841,2.79271,2.76933,3.25764,2.89632,2.60341,3.00558,2.21485,2.38709,2.57339,2.21827,3.3338,2.52099,3.22091
Uts2r,0,0,0,0,0,0,0,0,0,0,0.0913618,0,0,0,0
Igfbp2,96.2348,83.4629,114.919,40.1658,52.4212,78.1844,227.891,274.862,490.683,219.783,275.839,81.6192,87.4424,78.9711,117.578
Rnf122,0.0810675,0.0904067,0.0628283,0.0780745,0.143859,0.199074,0.347595,0.180916,0.138799,0.248349,0.330455,0.06076,0.0264591,0.150347,0.0401589
Tex19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tsga10ip,0,0,0,0,0,0,0,0,0,0,0,0.120767,0,0,0
Spata16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tex19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010001E11Rik,0.0204475,0.0227648,0.0299447,0.0219935,2.06E-05,7.01E-05,0.018473,0,0,0,0.000143161,0.0142615,0.0459969,0,2.09E-05
Ankar,0,0,0,0,0,0,0,0,0,0,0,0.00689709,0,0,0.0151575
Mettl22,4.45841,2.83212,5.96739,2.20272,5.95587,2.86468,3.62929,4.96993,3.33947,4.16986,4.2765,2.31146,2.79068,4.67515,3.66218
Atp6v0e2,0.172253,0.163945,0,0.128959,0.0737237,0.295963,0.640408,0.260254,0.209325,0.321075,0.371221,0.170278,0.476135,0.113812,0.198883
C130074G19Rik,21.4964,20.6396,17.1298,18.3183,17.7316,21.1436,20.9376,22.5377,16.3973,37.6035,27.7936,14.2883,26.5313,25.6571,27.9786
Smarcal1,2.63662,1.16116,2.06172,1.86628,1.59801,1.95373,1.1803,0.775831,1.04409,1.49174,1.85565,1.14048,4.66998,2.92655,5.51655
Exosc2,2.68001,3.51897,2.96255,2.08975,3.51063,2.72261,2.52117,3.50178,2.51448,5.62787,4.52349,2.06784,5.16815,4.54261,6.649
Fut11,1.43517,1.32209,1.01977,1.9211,1.34054,1.30444,1.63703,2.01696,1.28254,1.19397,0.532881,1.16847,1.06715,1.1976,1.10368
Drd5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picalm,16.7435,13.7372,16.3428,17.3272,19.2586,17.787,21.2373,23.9662,19.3565,53.8304,44.4312,50.4197,39.6966,34.6241,37.1555
Sectm1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0986482,0
Sec24c,17.5197,14.1806,16.9514,12.8396,17.151,16.0039,10.5846,11.3979,9.26789,9.28117,8.71992,9.51271,17.1095,14.8418,18.8766
Mar-04,0.00886982,4.99E-05,1.21E-06,0,0,7.45E-06,0.00804737,0,0.0618714,0.00135227,7.80E-05,0.00712084,0.0276478,0.0215156,6.16E-06
Wdr17,0,0,0,0,0.16988,0,0,0,0,0.12909,0.180043,0,0,0.0414352,0.106131
Synpo2l,0.0621946,0.0401747,0.0393172,0,0.0308162,0.0106622,0.101974,0,0.105155,0.0236546,0.316882,0.275358,0.577854,0,0.126047
Hlx,1.56667,0.986595,0.692405,2.94283,1.19331,2.41173,3.01834,1.62272,3.37391,1.40073,1.7143,1.16343,0.790599,1.27585,0.649625
Wdr45,25.3073,12.998,18.7418,15.4632,20.2109,18.6674,24.3264,29.4994,17.9679,15.6258,13.7591,7.80981,11.1001,9.70354,11.8205
Dusp10,1.85453,1.4455,2.63556,2.33442,2.81605,2.53347,1.21824,1.70124,1.60715,1.66557,0.940044,0.681932,1.20582,1.39605,1.44162
Cdh6,0,0,0,0,0,0.0129913,0.0419909,0.0407936,0.0652632,0.0870714,0.115996,0.0502557,0.070824,0.0344916,0.104996
Ccdc81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mreg,13.8583,11.9655,15.0912,11.822,14.4916,18.6696,11.0954,10.7471,8.75782,15.8862,16.4573,9.93641,20.0684,20.432,13.2292
Neil3,0.111231,0.0850075,0.0912468,0.0822695,0.0727116,0.0495778,0.0371061,0.0274093,0.029565,0,0,0.0970977,0.035978,0,0.0262298
Prss23,1.20611,0.978477,0.822735,3.44106,1.21892,1.4485,1.28094,1.00474,1.11488,1.15207,1.00139,0.583684,1.14423,0.818083,0.634398
Prdm16,0.275597,0.145331,0.427058,0.0383494,0.0985649,0.221111,0.320098,0.224297,2.2171,0.23836,0.0168928,0.0675514,0.155318,0.695576,0.173847
Heatr5b,2.30513,1.64297,2.28888,1.69775,2.09731,1.72229,2.4418,2.39117,1.59569,3.39102,3.23822,3.04394,3.05038,3.04907,3.12011
Cntnap2,0,0.0315417,0,0.0130139,0,0,0,0,0,0,0,0.00353208,0,0.0080865,0
Alg1,5.2154,4.50229,4.95422,3.46944,5.21323,4.65381,5.66379,6.85102,3.62836,6.9826,7.67072,4.13905,5.41404,4.77551,6.16405
Tmem135,32.1867,29.2034,31.8612,34.3529,44.9823,35.4255,29.5249,35.2674,26.4953,43.3172,40.3287,26.7473,37.1412,42.6575,36.0851
Mtmr7,0.946774,0.904289,0.528099,0.497014,0.98828,0.684356,1.11947,1.6051,1.21339,0.753366,1.15206,1.60681,0.964601,0.932418,1.5415
Ttc36,351.582,248.643,365.576,323.789,425.494,373.937,430.329,495.805,508.128,198.281,228.371,65.5877,162.188,158.079,217.132
Prpf18,9.03238,7.16201,6.51555,6.07125,7.97739,6.88196,8.51506,10.0674,6.47954,18.1126,17.0467,9.39598,13.6923,12.4291,12.7497
Dcxr,68.9394,42.5862,89.5775,71.6851,101.985,92.8938,100.759,95.4958,93.7822,30.6879,31.5183,9.20603,24.1105,26.1595,33.0453
Snx22,11.0343,11.3976,10.9825,6.09815,4.8531,6.50833,6.11374,6.73401,6.37595,7.34093,7.47867,2.34589,15.4386,10.3392,20.527
Morc3,3.24451,2.81203,3.49851,4.54613,5.3222,4.06718,6.47463,7.70208,4.70697,10.6612,8.20923,5.54213,5.47595,6.02649,5.69539
Ppl,0.774852,1.42828,1.21674,1.90984,2.07392,1.64738,2.99026,2.85878,3.146,3.2968,2.1121,2.42698,0.638174,0.978543,0.736889
Mtmr12,1.72574,1.37182,1.47837,1.36467,1.79424,1.97032,2.15075,2.32598,1.64556,2.91694,3.20898,2.32611,2.26925,3.0433,2.36377
Tcta,15.071,10.7368,12.836,12.2677,15.5677,14.8721,8.17214,11.2357,6.77945,4.35329,3.73079,1.69743,5.9929,4.65684,7.37004
Col10a1,0.0684284,0.0292411,0.123771,0.130156,0.0939508,0.0352167,0.0252814,0.146941,0.0192752,0.0262808,0,0.124849,0.0278885,0.122034,0.0623941
Slc9a8,3.75455,2.79431,4.02183,3.39648,4.07038,3.65042,4.01719,3.87022,3.37703,12.7415,12.7332,11.6916,9.48883,8.14416,11.5538
Zdhhc2,0.535505,0.456314,0.349881,0.233479,0.31663,0.156275,1.36952,1.0854,0.470464,3.06521,1.15942,0.81957,0.665135,0.498315,0.809481
Ubn1,3.94052,3.32474,3.8658,4.25208,3.70616,3.80961,5.12422,5.27714,4.37136,5.04053,4.32699,2.56904,4.64122,3.86762,4.88567
Wfs1,3.71324,2.99942,3.79395,2.61427,2.31741,2.52617,1.90026,2.18529,1.01149,0.8526,0.627184,1.03635,1.83707,1.36013,1.81423
Prrx2,0,0,0,0,0,0.084617,0,0,0,0,0,0,0,0,0
Tnrc18,1.52604,1.24382,1.6049,1.4,1.29098,1.61275,2.05322,1.96612,1.21619,1.13027,0.969096,1.77006,1.22069,1.55263,1.4717
Efha2,1.90508,1.03665,1.35412,1.73433,2.0773,1.44393,2.39437,2.81095,2.11282,3.12385,3.73493,4.37542,0.564541,2.0015,1.01792
Nt5dc1,3.89728,4.23519,4.68997,4.09682,5.82448,4.79555,3.54709,4.26606,2.52124,7.48266,8.66479,6.47499,9.02878,9.77601,8.80937
Nrtn,0.580568,0.611477,0.122061,0.0789949,0.320731,0.685126,1.846,0.716402,0.698195,0.359548,0.161708,0.319512,0.167979,0.128263,0
Asb6,0.398212,0.678941,1.40579,0.363899,0.89873,0.498266,0.340543,0.375036,0.232823,2.04052,0.833601,1.49639,1.31558,1.51062,0.94229
Tspyl4,1.03955,1.09835,1.50128,0.681981,1.0759,0.9558,0.945907,0.773866,0.595451,0.545522,0.41821,0.630182,1.21825,0.763227,0.985643
Cntn5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdnf,0.0851278,0.172636,0,0.0294747,0.208399,0.0846773,0.102294,0.0757938,0.689692,0.496201,2.36058,0.582673,2.33084,1.64518,0.125274
Dse,1.4679,1.26097,1.97456,1.81713,2.43691,1.65885,2.09594,1.59786,1.6262,2.91145,2.04374,1.5087,3.08231,2.94801,3.39149
Znfx1,6.64466,6.59414,5.14478,6.59648,8.4888,6.9704,4.55243,4.87321,3.15269,5.64882,6.15205,3.96868,9.98422,10.0388,12.0323
Fam26d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nup133,1.86058,1.27985,2.07978,1.65017,2.32347,1.56123,1.74608,2.06357,1.28385,1.77778,2.03587,1.20702,1.98628,1.80908,1.70884
Uhrf1bp1,2.47081,2.19596,2.71666,2.35429,2.58326,2.28789,2.48416,2.91036,1.85612,1.67598,1.90019,1.95417,2.39938,2.83529,2.13837
Ppp2r4,7.64398,6.18068,7.45118,5.95927,8.62778,8.90778,7.58471,8.78039,7.8654,8.76739,4.60676,3.59546,7.99894,8.04139,8.57693
Cdsn,0.0191008,0,0,0,0,0,0,0,0,0,0,0,0.153992,0,0
Cyp7b1,111.54,110.387,113.417,19.2508,22.0055,27.9729,32.7546,63.6876,14.4562,42.7757,30.4469,9.01003,264.7,111.989,289.556
Foxp3,0.0245945,0,0,0.0135212,0.0102426,0.0209828,0.0563339,0,0.0252774,0.0997069,0,0.0342837,0.0269511,0.113923,0.0584183
BC046331,1.34019,0.877316,1.40907,1.20654,0.987522,1.26837,1.61724,1.77389,1.49163,0.874112,0.772143,1.07917,1.26807,0.985023,1.31725
Atp8b1,6.94408,7.37024,6.42237,5.2143,4.24314,4.01295,4.11916,4.25193,3.86433,7.03683,7.34175,4.03182,12.6593,10.8915,11.4504
Tusc3,4.76915,3.43392,4.88198,6.08592,6.70426,5.68975,3.64088,4.84227,2.79793,3.59862,4.54099,2.64314,5.34753,5.35293,4.49456
Zufsp,1.6854,0.968374,1.02128,1.36757,1.52743,0.847285,0.537853,0.644801,0.256289,0.868086,1.32933,0.906281,1.38736,1.13436,1.41468
Mmd2,2.55589,2.23836,1.85973,2.99286,5.3101,3.53131,2.32809,1.4417,2.56416,1.21354,0.587647,0.2554,1.6865,0.671007,1.09835
Stau1,12.5748,11.2509,15.2379,13.9556,16.2753,15.8702,14.6511,15.515,12.3915,7.77701,7.93039,9.0804,10.1176,9.84457,6.72127
Sgcz,0,0,0,0.0210826,0,0,0.0175887,0,0,0,0,0,0,0,0
4921524L21Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ncam1,0.0662698,0.116335,0.0336608,0.0236449,0.0644477,0.0737288,0.0597464,0.0452353,0.0319604,0.0727092,0.101865,0.0689529,0.227862,0.0729771,0.0783191
Ttc18,0.0236269,0,0.0350817,0,0.167797,0.148901,0,0.0156243,0,0,0,0.0110927,0.0182857,0,0
4930524L23Rik,0.250046,0.0324838,0.170447,0.176043,0.109964,0.129108,0.0256334,0.109261,0.10739,0.210512,0,0.172818,0,0,0.163188
Ajap1,0.0296401,0,0,0.0496634,0.081079,0.0649741,0.0419103,0.0198504,0,0,0.056918,0.0289213,0,0,0.0209601
Rsph4a,0.0315905,0.0863977,0.0318592,0.200935,0.836281,7.71E-06,0.0328588,0.0165123,0.120587,0.395349,0.338466,0.203836,0.0978191,0.0408352,0.0866508
Cylc2,0,0,0,0,0.0527457,0,0.0847225,0,0.129783,0,0,0,0,0,0
Ppp1r3f,0.148166,0.0476753,0.316374,0.149767,0.0762039,0.436311,0.349425,0.623642,0.252489,0.0995487,0.106106,0.129063,0.0314183,0.0372049,0.467051
2210406O10Rik,0.410467,0.118178,0.187098,0.575973,0.648423,0.169589,0.622248,0.358388,0.134093,0,0.200739,0.207546,0.520617,0.0553341,0.0669819
Fam100a,5.22909,4.10086,9.2295,5.38599,4.35003,5.43413,4.96106,6.20324,4.64526,1.51097,1.42303,1.62971,1.31862,0.697225,1.1791
Nphp4,0.0386124,0,0,0.214004,0,0,0.0088308,0,0.057142,0.22225,0.0195066,0,0,0.013073,0
Fam190a,0,0.0641148,0,0.176025,0.0814884,0,0.231041,0.530371,0,0.114491,0,0.0407999,0.0266884,0.178572,0.279676
Grin3a,0.0178705,0.0066806,0.0892005,0.116864,0.0514384,0.025517,0.107169,0.0313819,0.0343299,0.0124412,0.0377553,0.107323,0.0377962,0.00899789,0.00933543
Myo9a,1.63997,0.974487,0.802432,1.62519,2.86817,1.74349,1.42309,2.2297,0.968115,1.84958,1.45388,1.39549,2.59844,2.538,1.19424
Fam149b,8.8771,8.88279,9.16665,8.39663,9.23438,9.78986,7.41338,8.50999,6.08982,7.73918,6.43698,3.23569,8.35624,10.0483,11.0615
Rcan2,1.60208,1.85177,1.87054,2.38825,5.44283,4.12712,1.14908,0.858184,2.1375,2.07307,4.56217,1.55442,2.92924,2.47568,2.39624
Rbms3,2.30326,2.44711,2.41421,3.31811,2.28657,1.88405,1.80755,1.46904,2.78025,2.34946,1.31033,1.22284,1.62528,3.22469,1.67777
Olfr303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem246,0.0959228,0.017973,0,0,0.0544991,0.109518,0.0996052,0.271092,0.070033,0.156155,0.19267,0.0811862,0.199348,0.023566,0
Stub1,16.1416,11.5244,16.997,14.3568,19.5169,17.4955,19.2874,23.3802,20.2823,22.0364,20.1828,10.028,20.3619,16.2575,20.1923
Mocos,26.8429,23.9624,23.7418,19.2913,23.9349,21.1064,12.4742,14.0949,13.0466,9.51797,11.2186,6.34844,20.0878,18.0375,20.3601
Gm7488,0.74632,0.854275,1.12,1.292,0.649314,0.630066,0.804356,0.903819,0.987394,0.0603941,0.0782762,0.152665,0.208747,0.160409,0.127665
6430573F11Rik,3.07312,2.70282,3.65157,4.2605,5.6978,4.57837,1.003,1.64704,1.16516,0.427513,0.724772,0.386967,1.33017,2.21448,1.22172
Prex1,0.426432,0.51655,0.503305,1.16522,1.2601,1.51383,2.60067,1.78896,0.889648,0.954842,1.05675,0.468389,1.13746,0.920077,0.661455
C330006K01Rik,1.44858,1.01266,1.37034,0.895519,1.22346,1.35474,1.48472,1.24584,1.2577,0.323879,0.438061,0.380526,0.425423,0.655582,0.716598
Hs3st6,0.945909,0.466232,1.45684,0.415473,0.427102,0.568832,0.637747,0.37951,0.384297,0.251808,0,0.0397937,0.361025,0.268479,0.542869
Fam40b,0,0.0112135,0,0.120873,0.00797952,0.0579456,0.083595,0.0154934,0.110069,0.0190416,0.0417218,0.000144094,0.0232737,0.0139328,0
Hnrnpu,57.5674,44.2715,55.1213,51.602,53.4816,44.3051,40.9643,44.8461,39.1786,45.0046,30.1558,70.9508,44.9862,41.2961,31.8725
Ccdc151,0.337048,0.490619,0.851758,0.343967,0.375181,0.40448,0.227628,0.220324,0.0698781,0.10974,0.111221,0.0250151,0.250457,0.137315,0.471009
Lonrf1,0.526298,1.14323,0.841379,0.547456,0.399352,0.559242,1.16046,1.24442,1.69232,1.68889,1.21283,3.34673,0.596041,0.411571,0.443411
Zfp189,1.78059,1.94207,2.53691,1.81456,1.75392,1.75388,2.20481,2.99136,2.60561,3.05057,3.28059,1.10465,2.1705,1.64615,2.8999
Coro7,3.20808,2.55797,5.61398,3.92654,5.0857,4.75165,5.09132,4.34988,3.05522,3.3032,1.83767,2.1391,1.54664,1.81508,1.70596
Kcne1,0,0,0,0,0,0,0,0,0,0,0,0.019508,0,0,0
Mrpl12,51.0838,47.8956,54.064,39.7574,56.0261,49.3709,54.7645,68.2218,62.5262,29.4998,27.2187,12.3053,18.0314,17.8428,23.9423
Vasn,1.69408,1.60942,5.12298,2.00906,2.35699,2.73491,2.11585,2.36347,2.17918,1.98625,1.49232,0.902324,2.44718,1.35553,2.26157
Ccbl1,65.6771,40.8665,64.1752,21.8649,35.8325,30.8562,24.0183,30.4942,19.6899,17.3962,10.2642,2.86339,26.6953,29.4927,34.9408
Cpeb3,5.47649,2.23986,5.59839,3.65554,3.17786,4.22951,7.08508,7.91153,4.11641,5.06623,5.45929,5.74391,3.17274,4.33763,2.46365
Baat,129.305,101.778,118.975,87.027,127.098,123.533,119.617,138.97,82.1233,143.505,133.073,60.4915,162.302,149.645,207.074
Rxrb,5.62874,4.43797,4.01499,4.60713,2.81015,4.05105,4.13288,4.44481,6.66706,3.84201,7.15737,5.02859,6.44518,3.72859,3.8007
D2Wsu81e,8.21115,7.44931,8.21396,5.48451,6.87753,7.04991,6.93474,6.72674,7.97384,7.36553,4.92658,2.24549,6.29295,4.73503,8.46356
Dusp26,0,0,0,0,0,0,0,0.110628,0,0,0.121828,0.30686,0.33434,0,0
Icmt,6.08615,2.48694,4.51503,8.53579,5.46708,5.13779,5.02666,5.41996,3.17436,6.03135,6.37396,3.67314,6.31481,5.60637,7.47826
1810049H13Rik,5.8958,2.70326,6.08633,3.42606,5.17283,5.61605,4.26847,4.99808,2.81828,3.50367,2.9125,1.40052,4.67625,3.39055,3.87546
Zmynd8,6.9238,5.87738,7.1447,4.79155,4.60964,5.8792,3.55217,3.31033,3.14085,5.27988,3.35638,3.78804,6.00995,6.33302,6.72707
Kcne2,0.055922,0,0.08261,0,0,0.0965685,0.204205,0.0752398,0.0395196,0,0,0,0,0,0
Capsl,0.101616,0.334729,0,0.0538985,0.178441,0.0870872,0.18505,0.34123,0.0726286,0.0687933,0.0752474,0,0,0.107522,0.224821
Tbc1d13,4.45691,4.64147,5.00386,3.90563,3.26136,2.98673,3.02434,3.79986,2.59301,4.61532,4.78468,3.08324,8.1706,7.33774,6.92163
Mrps6,13.7617,12.4476,16.3105,11.6239,12.9453,10.9434,12.2101,14.2228,10.7964,4.10019,2.82435,2.00487,3.12521,3.07905,6.35534
